HOLGATE PLAZA,"4333 SE 104TH AVE PORTLAND, OR",48,0,48,"Portland Habilitation Center, Inc.",503-261-1266,http://www.phcnw.com/,,HUD Multifamily,small_purple,1,,
MARWOOD PLAZA,"7200 SE WOODSTOCK BLVD PORTLAND, OR",40,0,40,"Portland Habilitation Center, Inc.",503-261-1266,http://www.phcnw.com/,,HUD Multifamily,small_purple,1,,
MINERVA PLAZA,"6633 N OBERLIN ST PORTLAND, OR",15,0,15,"Portland Habilitation Center, Inc.",503-261-1266,http://www.phcnw.com/,,HUD Multifamily,small_purple,1,,
OAK PLAZA,"1265 E Salem Avenue ALBANY, OR",20,0,20,"Portland Habilitation Center, Inc.",503-261-1266,http://www.phcnw.com/,,HUD Multifamily,small_purple,1,,
SCOTT CREST PLAZA,"13223 SE Powell Boulevard PORTLAND, OR",42,0,42,"Portland Habilitation Center, Inc.",503-261-1266,http://www.phcnw.com/,,HUD Multifamily,small_purple,1,,
HALSEY TERRACE,"12428 NE Halsey PORTLAND, OR",16,1,15,"Portland Habilitation Center, Inc.",503-261-1266,http://www.phcnw.com/,,HUD Multifamily,small_purple,1,,
PIONEER ABODES,"220 SE 106th Ave Portland, OR",10,1,9,"Portland Habilitation Center, Inc.",503-261-1266,http://www.phcnw.com/,,HUD Multifamily,small_purple,1,,
DETHMAN MANOR,"1205 Montello Ave Hood River, OR",27,0,27,Providence Dethman Manor,541 387 8296,,,HUD Multifamily,small_purple,1,,
EMILIE HOUSE,"5520 NE GLISAN ST PORTLAND, OR",41,1,40,Providence Health & Services,(425) 525-6639,,,HUD Multifamily,small_purple,1,,
PROVIDENCE HOUSE,"5921 E BURNSIDE PORTLAND, OR",40,1,39,Providence Health & Services,(425) 525-6639,,,HUD Multifamily,small_purple,1,,
CENTRAL STATION APARTMENTS,"777 NE 8th Street GRESHAM, OR",23,1,22,"Quadriplegics United Against Dependency, Inc.",(503)287-4260 ext 101,http://www.quadinc.org/,,HUD Multifamily,small_purple,1,,
ROLLING GREEN APARTMENTS,"2206 SE 44TH AVENUE HILLSBORO, OR",25,1,24,"Quadriplegics United Against Dependency, Inc.",(503)287-4260 ext 101,http://www.quadinc.org/,,HUD Multifamily,small_purple,1,,
MYERS COURT,"2600 N WILLIAMS AVE PORTLAND, OR",19,1,18,"Quadriplegics United Against Dependency, Inc.",(503)287-4260 ext 101,http://www.quadinc.org/,,HUD Multifamily,small_purple,1,,
BURNSIDE STATION,"240 SE 160th Avenue PORTLAND, OR",21,1,20,"Quadriplegics United Against Dependency, Inc.",(503)287-4260 ext 101,http://www.quadinc.org/,,HUD Multifamily,small_purple,1,,
GRACE PECK TERRACE,"1839 NE 14TH ST PORTLAND, OR",95,0,95,Quantum Residential Services Inc.,360-696-9000,http://www.qresinc.com/,,HUD Multifamily,small_purple,1,,
ROSENBAUM PLAZA,"1218 SW Washington ST PORTLAND, OR",76,0,76,Quantum Residential Services Inc.,360-696-9000,http://www.qresinc.com/,,HUD Multifamily,small_purple,1,,
UNTHANK PLAZA APARTMENTS,"2500 N Williams AVE PORTLAND, OR",80,0,80,Quantum Residential Services Inc.,360-696-9000,http://www.qresinc.com/,,HUD Multifamily,small_purple,1,,
CANYON VILLA ESTATES,"306 SW 'C' Street MADRAS, OR",19,0,19,R M & K Development Corporation,(541) 475-3202,,,HUD Multifamily,small_purple,1,,
GOLDEN AGE MANOR II,"289 SW 'C' Street MADRAS, OR",16,0,16,R M & K Development Corporation,(541) 475-3202,,,HUD Multifamily,small_purple,1,,
GOLDEN AGE MANOR I,"289 SW 'C' Street MADRAS, OR",8,0,8,R M & K Development Corporation,(541) 475-3202,,,HUD Multifamily,small_purple,1,,
ADMIRAL APARTMENTS,"910 SW Park Ave PORTLAND, OR",37,0,37,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
BEACON MANOR,"3123 SE 8th AVE PORTLAND, OR",20,0,20,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
MARION STREET APTS,"2028 SE MARION ST PORTLAND, OR",24,19,5,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
POWELL BLVD APARTMENTS,"2105 SE POWELL BLVD PORTLAND, OR",20,1,19,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
PRESCOTT  PLACE,"5802 NE Prescott ST PORTLAND, OR",20,1,19,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
"MAPLES, THE","1136 SE Maple St HILLSBORO, OR",30,1,29,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
WALNUT PARK APARTMENTS,"5272 NE 6TH AVE PORTLAND, OR",38,0,38,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
"MAPLES II, THE","1138 SE Maple Street HILLSBORO, OR",21,0,21,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
FIRGROVE APARTMENTS,"4820 SE 122nd Ave Portland, OR",31,1,30,"REACH Community Development, Inc.",503-231-0682,http://reachcdc.org/,,HUD Multifamily,small_purple,1,,
HIGHLAND MANOR,"1217 HIGHLAND AVE NE SALEM, OR",16,4,12,Richard  B.Lefor,(503) 364-5851,,,HUD Multifamily,small_purple,1,,
KIRCHER KORNERS,"210 S. MAIN ST PRAIRIE CITY, OR",8,0,8,Robert Phillips,541-620-0123,,,HUD Multifamily,small_purple,1,,
ROSE APARTMENTS,"805 SE STEPHENS ST ROSEBURG, OR",40,0,40,Rose Apartments,541-673-5588,,,HUD Multifamily,small_purple,1,,
FISCHER COURT II,"3312-1 SUNNYVIEW AVE NE SALEM, OR",16,0,16,"Salem Acquisition II, LLC",(503) 638-7301,,,HUD Multifamily,small_purple,1,,
SMALLWOOD APARTMENTS,"1300 E. Main St. HILLSBORO, OR",18,1,17,"SEQUOIA MENTAL HEALTH SERVICES, INC",(503) 591-9280,http://sequoiamhs.org/home.php,,HUD Multifamily,small_purple,1,,
"WILLOWS APARTMENTS, THE","365 NW Adams Street HILLSBORO, OR",9,1,8,"SEQUOIA MENTAL HEALTH SERVICES, INC",(503) 591-9280,http://sequoiamhs.org/home.php,,HUD Multifamily,small_purple,1,,
LACELEAF APARTMENTS,"1250 E Main St Hillsboro, OR",15,1,14,"SEQUOIA MENTAL HEALTH SERVICES, INC",(503) 591-9280,http://sequoiamhs.org/home.php,,HUD Multifamily,small_purple,1,,
Spruce Place,"4565 SW 185th Ave Beaverton, OR",14,0,14,"SEQUOIA MENTAL HEALTH SERVICES, INC",(503) 591-9280,http://sequoiamhs.org/home.php,,HUD Multifamily,small_purple,1,,
UHLHORN APARTMENTS,"689 W 13TH AVE EUGENE, OR",20,0,20,Sheltercare,(541) 686-1262,,,HUD Multifamily,small_purple,1,,
AFIYA APARTMENTS,"1082 Main St. Springfield, OR",16,0,16,Sheltercare,(541) 686-1262,,,HUD Multifamily,small_purple,1,,
CAMPUS COURT APARTMENTS,"4169 CAMPUS LOOP NE SALEM, OR",47,0,47,Signature Real Estate Inc,503-767-4543,,,HUD Multifamily,small_purple,1,,
HOLLISTER APARTMENTS,"315 W HOLLISTER ST STAYTON, OR",20,0,20,Signature Real Estate Inc,503-767-4543,,,HUD Multifamily,small_purple,1,,
IDYLWOOD MANOR,"655 ALAMEDA DR SW ONTARIO, OR",32,0,32,Signature Real Estate Inc,503-767-4543,,,HUD Multifamily,small_purple,1,,
RIDINGS TERRACE I,"511 RIDINGS AVE MOLALLA, OR",20,0,20,Signature Real Estate Inc,503-767-4543,,,HUD Multifamily,small_purple,1,,
RIDINGS TERRACE II,"511 RIDINGS AVE MOLALLA, OR",14,0,14,Signature Real Estate Inc,503-767-4543,,,HUD Multifamily,small_purple,1,,
HAWTHORNE EAST,"1420 SE 16TH PORTLAND, OR",71,0,71,"Simpson Property Group, L.P.",303-283-4100,,,HUD Multifamily,small_purple,1,,
WOODLAND PARK,"280 SE 12th AVE HILLSBORO, OR",111,0,111,"Simpson Property Group, L.P.",303-283-4100,,,HUD Multifamily,small_purple,1,,
FOUR OAKS,"1083 23rd St SE Salem, OR",24,0,24,St.Vincent DePaul Society of Lane County,(541) 687-5820,http://www.svdp.us/,,HUD Multifamily,small_purple,1,,
HAZEL COURT,"549-1 E HAZEL ST JEFFERSON, OR",16,0,16,St.Vincent DePaul Society of Lane County,(541) 687-5820,http://www.svdp.us/,,HUD Multifamily,small_purple,1,,
STAYTON MANOR,"830 N 3RD ST STAYTON, OR",16,0,16,St.Vincent DePaul Society of Lane County,(541) 687-5820,http://www.svdp.us/,,HUD Multifamily,small_purple,1,,
WALLERWOOD APTS,"1134 WALLER ST SE SALEM, OR",22,0,22,St.Vincent DePaul Society of Lane County,(541) 687-5820,http://www.svdp.us/,,"HUD Multifamily, LIHTC",small_purple,1,,
ASTER APARTMENTS,"1955 3rd St Springfield, OR",55,1,54,St.Vincent DePaul Society of Lane County,(541) 687-5820,http://www.svdp.us/,,HUD Multifamily,small_purple,1,,
FOREST VILLA APARTMENTS,"2131 QUINCE ST FOREST GROVE, OR",84,0,84,Taylor and CO. NW Inc.,503-357-5144,,,HUD Multifamily,small_purple,1,,
FOREST MANOR APTS,"2141 QUINCE ST FOREST GROVE, OR",28,9,19,Taylor and CO. NW Inc.,503-357-5144,,,HUD Multifamily,small_purple,1,,
FOREST MANOR APTS,"2141 QUINCE ST FOREST GROVE, OR",28,22,6,Taylor and CO. NW Inc.,503-357-5144,,,HUD Multifamily,small_purple,1,,
BLUFF STREET,"3202-A BLUFF ST SE SALEM, OR",20,0,20,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
BRENTWOOD MANOR,"1121 SW KALAMA AVE REDMOND, OR",8,0,8,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
BROOKSIDE MANOR,"1600-C Eldon Street Baker City, OR",20,0,20,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
CANYON CREEK COURT,"105 SW FIRST AVE JOHN DAY, OR",18,0,18,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
KINGSTONE SQUARE,"1007 EHRGOOD AVE NYSSA, OR",10,0,10,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
LA GRANDE PLAZA I,"703-5 12TH ST LA GRANDE, OR",15,0,15,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
LA GRANDE PLAZA II,"713 12TH ST LA GRANDE, OR",6,0,6,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
MONTCLAIR MANOR,"141 W BROADWAY AVE MILTON-FREEWATER, OR",24,0,24,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
NYSSA COURT,"1002 BOWER AVENUE NYSSA, OR",7,0,7,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
PILOT BUTTE TOWNHOUSES,"444-2 N Quimby ST BEND, OR",8,0,8,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
ST. JAMES SQUARE I,"1837-D NE Purcell BLVD BEND, OR",10,0,10,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
ST. JAMES SQUARE II,"1837-E NE Purcell BLVD BEND, OR",17,0,17,"Taylor Real Estate & Management, LLC",503-581-1813,http://www.123taylor.com/,,HUD Multifamily,small_purple,1,,
JERSTAD MANOR,"96 PARK AVENUE BROOKINGS, OR",24,0,24,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,(605) 362-3327,,,HUD Multifamily,small_purple,1,,
PORTLAND SILVERCREST RESIDENCE,"1865 NE DAVIS ST PORTLAND, OR",76,1,75,"THE SALVATION ARMY, a California Corporation",(562)491-8767,,,HUD Multifamily,small_purple,1,,
PENDLETON RIVERSIDE,"1300-A NW CARDEN AVE PENDLETON, OR",40,0,40,"Tomlinson & Associates, Inc.",20834306438,,,HUD Multifamily,small_purple,1,,
HAWTHORNE PARK,"3400 HAWTHORNE DRIVE EUGENE, OR",30,10,20,"Umbrella Properties, Inc.",541-484-6595,,,HUD Multifamily,small_purple,1,,
SORGENFRI,"3400 HAWTHORNE AVE EUGENE, OR",94,0,94,"Umbrella Properties, Inc.",541-484-6595,,,HUD Multifamily,small_purple,1,,
BROOKSIDE COURT,"1623 NE Vine Street ROSEBURG, OR",50,1,49,Umpqua Community Property Management Corp,5416734909,,,HUD Multifamily,small_purple,1,,
HILLSIDE TERRACE,"1201-1 SHELLEY RD COQUILLE, OR",20,0,20,Umpqua Community Property Management Corp,5416734909,,,HUD Multifamily,small_purple,1,,
COVE AVENUE APARTMENTS,"1906-A COVE AVE LA GRANDE, OR",20,0,20,"Viridian Management, Inc.",541-426-3820,http://www.viridianmgt.com,,HUD Multifamily,small_purple,1,,
CREST BUTTE APARTMENTS,"1695-A NE PURCEL BLVD BEND, OR",8,0,8,"Viridian Management, Inc.",541-426-3820,http://www.viridianmgt.com,,HUD Multifamily,small_purple,1,,
LA GRANDE RETIREMENT APARTMENTS,"1612 7th Avenue LA GRANDE, OR",46,0,46,"Viridian Management, Inc.",541-426-3820,http://www.viridianmgt.com,,HUD Multifamily,small_purple,1,,
LEISURE WAY,"PO Box 456 WALLOWA, OR",8,0,8,"Viridian Management, Inc.",541-426-3820,http://www.viridianmgt.com,,HUD Multifamily,small_purple,1,,
PINEHURST APARTMENTS,"1502-A 21st ST LA GRANDE, OR",8,0,8,"Viridian Management, Inc.",541-426-3820,http://www.viridianmgt.com,,HUD Multifamily,small_purple,1,,
THUNDERBIRD APARTMENTS,"401-A 20TH ST LA GRANDE, OR",40,0,40,"Viridian Management, Inc.",541-426-3820,http://www.viridianmgt.com,,HUD Multifamily,small_purple,1,,
Willamina Villa - Beaver State,"320 NE 1st St Willamina, OR",24,0,24,"Viridian Management, Inc.",541-426-3820,http://www.viridianmgt.com,,HUD Multifamily,small_purple,1,,
WHISPERING PINES,"525 NW 6th Ave Estacada, OR",63,1,62,"Volunteers of America of Oregon, Inc.",503-235-8655,,,HUD Multifamily,small_purple,1,,
VIKING VILLAGE,"3424-3432 FAIRHAVEN AVE NE SALEM, OR",87,1,86,Westfair Associates,(541)683-2096,,,HUD Multifamily,small_purple,1,,
FIRCREST APARTMENTS,"1140 19TH ST. MYRTLE POINT, OR",29,20,9,BARBARA JO NORED EXEMPTION TRUST,(541) 269-5561,,FA,USDA Rural Housing,small_red,5,,
FOUNTAIN COURT APTS,"225 FOUNTAIN ST. HARRISBURG, OR",5,0,5,BARBARA JO NORED EXEMPTION TRUST,(541) 269-5561,,EL,USDA Rural Housing,small_red,5,,
GOLD BEACH SR APTS,"HILLCREST & MARY ST GOLD BEACH, OR",9,0,9,BARBARA JO NORED EXEMPTION TRUST,(541) 269-5561,,EL,USDA Rural Housing,small_red,5,,
LASALLE COURT APTS,"225 LASALLE STREET HARRISBURG, OR",8,2,6,BARBARA JO NORED EXEMPTION TRUST,(541) 269-5561,,FA,USDA Rural Housing,small_red,5,,
PIONEER PARK APTS,"88059 FIFTH ST. VENETA, OR",19,2,17,BARBARA JO NORED EXEMPTION TRUST,(541) 269-5561,,EL,USDA Rural Housing,small_red,5,,
SUNBURST MANOR,"88078 SIXTH ST. VENETA, OR",9,1,8,BARBARA JO NORED EXEMPTION TRUST,(541) 269-5561,,FA,USDA Rural Housing,small_red,5,,
WOODLAND APARTMENTS,"2301 LONGWOOD REEDSPORT, OR",35,0,35,BARBARA JO NORED EXEMPTION TRUST,(541) 269-5561,,FA,USDA Rural Housing,small_red,5,,
PACIFIC ARMS APTS,"2959 A STREET HUBBARD, OR",4,0,4,BODAN INVESTMENTS,(503) 981-1741,,EL,USDA Rural Housing,small_red,5,,
COUNTRYWOOD MANOR,"217 LACREOLE DRIVE DALLAS, OR",49,3,46,CAMBRIDGE REAL ESTATE SERVICES,(503) 450-0230,http://cresapts.com/,EL,USDA Rural Housing,small_red,5,,
NYSSA MANOR,"510 SW 5TH ST NYSSA, OR",19,0,19,CAMBRIDGE REAL ESTATE SERVICES,(503) 450-0230,http://cresapts.com/,EL,USDA Rural Housing,small_red,5,,
ONTARIO MANOR,"1367 SW 8TH AVE ONTARIO, OR",24,2,22,CAMBRIDGE REAL ESTATE SERVICES,(503) 450-0230,http://cresapts.com/,EL,USDA Rural Housing,small_red,5,,
ONTARIO MANOR II,"1367 SW 8TH AVE ONTARIO, OR",23,0,23,CAMBRIDGE REAL ESTATE SERVICES,(503) 450-0230,http://cresapts.com/,EL,USDA Rural Housing,small_red,5,,
AGATE VILLAGE APTS,"7770 DIVISION RD. WHITE CITY, OR",32,17,15,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FA,USDA Rural Housing,small_red,5,,
ANTELOPE VILLAGE APTS,"7655 GARRISON WHITE CITY, OR",22,1,21,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FA,USDA Rural Housing,small_red,5,,
BROOKSIDE APTS,"933 N. ROSE ST. PHOENIX, OR",40,21,19,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,EL,USDA Rural Housing,small_red,5,,
CEDAR PARK GARDENS,"39451-89 MCCORMICK SANDY, OR",20,3,17,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,EL,USDA Rural Housing,small_red,5,,
CORNELIUS PARK APTS,"MULTIPLE SITES CORNELIUS, OR",23,11,12,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
ELM PARK APARTMENTS,"2351 ELM STREET FOREST GROVE, OR",48,23,25,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
ELM PARK PHASE II,"2350 SW ELM STREET FOREST GROVE, OR",11,8,3,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
HILLSIDE VILLAGE,"124 MONTGOMERY AVE GLENDALE, OR",23,8,15,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FA,USDA Rural Housing,small_red,5,,
JUNIPER GARDENS APT,"2718 JUNIPER STREET FOREST GROVE, OR",24,0,24,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
LORRAINE COURT APTS,"333 LORRAINE AVE. EAGLE POINT, OR",22,4,18,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FA,USDA Rural Housing,small_red,5,,
PLAZA LOS ROBLES,"415 TOLIVER ROAD MOLALLA, OR",23,0,23,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
REEDVILLE APT,"21141 SW ALEXANDER ALOHA, OR",48,17,31,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
ROSE COURT APTS,"1108 NE ROSE ST. PHOENIX, OR",36,14,22,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,EL,USDA Rural Housing,small_red,5,,
SANDY VISTA PHASE I,"40747 HWY 26 SANDY, OR",53,2,51,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
SHASTA SQUARE APTS,"519 S. SHASTA AVE. EAGLE POINT, OR",44,44,0,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FA,USDA Rural Housing,small_red,5,,
SYCAMORE VIEW APTS,"33445 SW SYCAMORE ST SCAPPOSE, OR",21,3,18,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
VALERIE HILLS APTS,"701 N. RIVER RD. ROGUE RIVER, OR",42,21,21,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FA,USDA Rural Housing,small_red,5,,
VALLEY VILLAGE I,"510 W. SCHUMACHER ST CAVE JUNCTION, OR",16,0,16,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,EL,USDA Rural Housing,small_red,5,,
VILLA DEL SOL,"315 NE MAY LANE MCMINNVILLE, OR",23,3,20,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
WOODVILLE VILLAGE,"215 ROGUE LN. ROGUE RIVER, OR",36,14,22,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,EL,USDA Rural Housing,small_red,5,,
WYEAST VISTA,"1800 8TH STREET HOOD RIVER, OR",24,5,19,CASCADE MANAGEMENT CO.,(503) 682-7788,http://www.cascade-management.com/,FL,USDA Rural Housing,small_red,5,,
MENTA PARK LH,"287 SW 1ST MADRAS, OR",20,0,20,CENTRAL OR RG HA DBA HOUSING WOR,(541) 323-7407,,FL,USDA Rural Housing,small_red,5,,
CASA LOMAS APTS,"900 VEY WAY THE DALLES, OR",24,0,24,COLUMBIA CASCADE HOUSING CORP,(541) 296-5462,,FL,USDA Rural Housing,small_red,5,,
MOSIER CREEK TERR.,"500 SECOND AVENUE MOSIER, OR",12,1,11,COLUMBIA CASCADE HOUSING CORP,(541) 296-5462,,EL,USDA Rural Housing,small_red,5,,
MEADOWBROOK I APTS,"555 E MAIN STREET JOHN DAY, OR",24,2,22,DBSI REALTY CORP C/O NW REAL EST,(208) 376-8270,,FA,USDA Rural Housing,small_red,5,,
BLUERIDGE APARTMENT,"100-225 HART ST WINSTON, OR",36,18,18,DOUGLAS MULTI FAMILY PROPERTY MG,(541) 673-6548,,FA,USDA Rural Housing,small_red,5,,
FOREST VILLAGE APTS,"2799 FRONTAGE RD. REEDSPORT, OR",24,2,22,DOUGLAS MULTI FAMILY PROPERTY MG,(541) 673-6548,,FA,USDA Rural Housing,small_red,5,,
GATEWAY VILLAGE,"203 DATE ST DRAIN, OR",14,2,12,DOUGLAS MULTI FAMILY PROPERTY MG,(541) 673-6548,,FA,USDA Rural Housing,small_red,5,,
GLENHAVEN,"758 N. FOURTH ST. RIDDLE, OR",23,0,23,DOUGLAS MULTI FAMILY PROPERTY MG,(541) 673-6548,,FA,USDA Rural Housing,small_red,5,,
CANYON EAST APTS,"280 NE JEFFERSON MADRAS, OR",23,0,23,EPIC MANAGEMENT,(541) 323-7412,,FL,USDA Rural Housing,small_red,5,,
EVANS STREET SENIOR APTS,"39665 EVANS STREET SANDY, OR",27,10,17,ERA TOWN & COUNTRY,(503) 329-8449,,EL,USDA Rural Housing,small_red,5,,
NUEVO AMANECER II,"1274 FIFTH STREET WOODBURN, OR",39,1,38,FARMWORKER HOUSING DEV CORP,(503) 981-1618,www.fhdc.org/,FL,USDA Rural Housing,small_red,5,,
SUMMERSET VILLAGE,"345 NE STARR ST SUBLIMITY, OR",24,0,24,FARMWORKER HOUSING DEV CORP,(503) 981-1618,www.fhdc.org/,EL,USDA Rural Housing,small_red,5,,
WESTSIDE APARTMENTS,"965 N GARDNER ROAD STAYTON, OR",23,-1,24,FARMWORKER HOUSING DEV CORP,(503) 981-1618,www.fhdc.org/,FA,USDA Rural Housing,small_red,5,,
OLIVE COURT,"33653 OLIVE STREET SCAPPOOSE, OR",4,0,4,FOUR M ENTERPRISES,(503) 397-2131,,EL,USDA Rural Housing,small_red,5,,
VICTORIAN SENIOR,"700 COLUMBIA SCAPPOOSE, OR",17,0,17,FOUR M ENTERPRISES,(503) 397-2131,,EL,USDA Rural Housing,small_red,5,,
DESERT GARDENS,"705 NW 10TH STREET PRINEVILLE, OR",35,5,30,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,EL,USDA Rural Housing,small_red,5,,
EVERGREEN GARDENS,"3810 12TH STREET TILLAMOOK, OR",33,14,19,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,EL,USDA Rural Housing,small_red,5,,
GOLD BEACH APTS PHASE I,"94141 CAUGHELL ST GOLD BEACH, OR",19,3,16,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,FA,USDA Rural Housing,small_red,5,,
GOLD BEACH APTS PHASE II,"29830 HILLCREST ST GOLD BEACH, OR",14,2,12,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,FA,USDA Rural Housing,small_red,5,,
LAKESIDE GARDEN APT,"1534 ARIZONA ST. PORT ORFORD, OR",12,10,2,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,FA,USDA Rural Housing,small_red,5,,
PACIFIC VIEW 1,"1223 MOORE ST. BROOKINGS, OR",16,1,15,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,EL,USDA Rural Housing,small_red,5,,
PACIFIC VIEW 2,"1235 MOORE ST. BROOKINGS, OR",19,4,15,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,EL,USDA Rural Housing,small_red,5,,
PORT ORFORD APTS,"1250 ARIZONA PORT ORFORD, OR",14,3,11,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,FA,USDA Rural Housing,small_red,5,,
RIVERVIEW TERRACE,"24 NW CLARK CASCADE LOCKS, OR",23,4,19,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,FA,USDA Rural Housing,small_red,5,,
SHOREVIEW GARDENS,"520 11TH ST. GOLD BEACH, OR",10,3,7,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,FA,USDA Rural Housing,small_red,5,,
SISKIYOU VILLAGE,"310 W. LISTER ST. CAVE JUNCTION, OR",20,0,20,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,FA,USDA Rural Housing,small_red,5,,
TOLIVER TERRACE APT,"615 HEINTZ STREET MOLALLA, OR",31,1,30,GRAND MANAGEMENT SERVICES,(541) 269-5561,http://www.grandmgmt.com/,EL,USDA Rural Housing,small_red,5,,
ARENDS PLACE I,"830 SIEVERKROPP DRIVE HOOD RIVER, OR",24,8,16,GUARDIAN MANAGEMENT LLC,(503) 802-3600,http://www.gres.com/,EL,USDA Rural Housing,small_red,5,,
ARENDS PLACE II,"930 SIEVERKROPP DR. HOOD RIVER, OR",37,19,18,GUARDIAN MANAGEMENT LLC,(503) 802-3600,http://www.gres.com/,FA,USDA Rural Housing,small_red,5,,
ASTORIA-GATEWAY II APTS,"2850 MARINE DRIVE ASTORIA, OR",32,21,11,GUARDIAN MANAGEMENT LLC,(503) 802-3600,http://www.gres.com/,FA,USDA Rural Housing,small_red,5,,
BUTTE CREEK APTS,"111 ONYX EAGLE POINT, OR",32,16,16,GUARDIAN MANAGEMENT LLC,(503) 802-3600,http://www.gres.com/,FA,USDA Rural Housing,small_red,5,,
CANBY VILLAGE,"488 NW 6TH AVE CANBY, OR",52,1,51,GUARDIAN MANAGEMENT LLC,(503) 802-3600,http://www.gres.com/,EL,USDA Rural Housing,small_red,5,,
